Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/products/257730,3,0,27,26.948579666698908,25.54379599996537,28.05698600013784,117.0,0.010569723238979645,0.0,27,27,28,28,28,28,28,28,28,28,28
GET,/products/25799,1,0,25.742682999862154,25.742682999862154,25.742682999862154,25.742682999862154,123.0,0.0035232410796598814,0.0,26,26,26,26,26,26,26,26,26,26,26
GET,/products/258340,1,0,27.8636269999879,27.8636269999879,27.8636269999879,27.8636269999879,124.0,0.0035232410796598814,0.0,28,28,28,28,28,28,28,28,28,28,28
GET,/products/262124,1,0,26.55393200029721,26.55393200029721,26.55393200029721,26.55393200029721,127.0,0.0035232410796598814,0.0,27,27,27,27,27,27,27,27,27,27,27
GET,/products/262868,1,0,25.72304399973291,25.72304399973291,25.72304399973291,25.72304399973291,119.0,0.0035232410796598814,0.0,26,26,26,26,26,26,26,26,26,26,26
GET,/products/264523,1,0,29.037574000085442,29.037574000085442,29.037574000085442,29.037574000085442,126.0,0.0035232410796598814,0.0,29,29,29,29,29,29,29,29,29,29,29
GET,/products/264651,2,0,30,30.135895500052357,29.91398800031675,30.357802999787964,127.0,0.007046482159319763,0.0,30,30,30,30,30,30,30,30,30,30,30
GET,/products/265567,1,0,30.868939999891154,30.868939999891154,30.868939999891154,30.868939999891154,124.0,0.0035232410796598814,0.0,31,31,31,31,31,31,31,31,31,31,31
GET,/products/271572,2,0,24,25.617433499746767,23.769649999849207,27.465216999644326,118.0,0.007046482159319763,0.0,27,27,27,27,27,27,27,27,27,27,27
GET,/products/273747,2,0,24,37.08079850002832,23.719374999927823,50.44222200012882,123.0,0.007046482159319763,0.0,50,50,50,50,50,50,50,50,50,50,50
GET,/products/275739,2,0,28,43.7458940000397,27.807719000065845,59.68406900001355,118.0,0.007046482159319763,0.0,60,60,60,60,60,60,60,60,60,60,60
GET,/products/275879,2,0,29,32.37958400018215,28.956376000223827,35.80279200014047,127.0,0.007046482159319763,0.0,36,36,36,36,36,36,36,36,36,36,36
GET,/products/275960,1,0,25.662655999894923,25.662655999894923,25.662655999894923,25.662655999894923,124.0,0.0035232410796598814,0.0,26,26,26,26,26,26,26,26,26,26,26
GET,/products/276529,2,0,21,22.566185500181746,20.80235800031005,24.33001300005344,118.0,0.007046482159319763,0.0,24,24,24,24,24,24,24,24,24,24,24
GET,/products/276669,1,0,22.37902000001668,22.37902000001668,22.37902000001668,22.37902000001668,128.0,0.0035232410796598814,0.0,22,22,22,22,22,22,22,22,22,22,22
GET,/products/277121,1,0,26.37886900038211,26.37886900038211,26.37886900038211,26.37886900038211,124.0,0.0035232410796598814,0.0,26,26,26,26,26,26,26,26,26,26,26
GET,/products/277343,1,0,28.830343000208813,28.830343000208813,28.830343000208813,28.830343000208813,118.0,0.0035232410796598814,0.0,29,29,29,29,29,29,29,29,29,29,29
GET,/products/277419,1,0,52.188852000199404,52.188852000199404,52.188852000199404,52.188852000199404,118.0,0.0035232410796598814,0.0,52,52,52,52,52,52,52,52,52,52,52
GET,/products/278047,1,0,28.723237999656703,28.723237999656703,28.723237999656703,28.723237999656703,118.0,0.0035232410796598814,0.0,29,29,29,29,29,29,29,29,29,29,29
GET,/products/278262,1,0,28.04741299996749,28.04741299996749,28.04741299996749,28.04741299996749,117.0,0.0035232410796598814,0.0,28,28,28,28,28,28,28,28,28,28,28
GET,/products/278910,1,0,23.517856000125903,23.517856000125903,23.517856000125903,23.517856000125903,124.0,0.0035232410796598814,0.0,24,24,24,24,24,24,24,24,24,24,24
GET,/products/27907,4,0,30,28.818988000011814,24.70115899996017,30.329735000123037,123.0,0.014092964318639526,0.0,30,30,30,30,30,30,30,30,30,30,30
GET,/products/279556,1,0,25.993713000389107,25.993713000389107,25.993713000389107,25.993713000389107,129.0,0.0035232410796598814,0.0,26,26,26,26,26,26,26,26,26,26,26
GET,/products/280070,1,0,28.132366999898295,28.132366999898295,28.132366999898295,28.132366999898295,119.0,0.0035232410796598814,0.0,28,28,28,28,28,28,28,28,28,28,28
GET,/products/280462,3,0,25.01063099998646,26.62366866661614,25.01063099998646,29.50780399987707,119.0,0.010569723238979645,0.0,25,25,30,30,30,30,30,30,30,30,30
GET,/products/281199,1,0,30.720975999884104,30.720975999884104,30.720975999884104,30.720975999884104,127.0,0.0035232410796598814,0.0,31,31,31,31,31,31,31,31,31,31,31
GET,/products/281567,2,0,25.413674999981595,26.931319500135942,25.413674999981595,28.44896400029029,128.0,0.007046482159319763,0.0,28,28,28,28,28,28,28,28,28,28,28
GET,/products/282435,1,0,41.964516999996704,41.964516999996704,41.964516999996704,41.964516999996704,119.0,0.0035232410796598814,0.0,42,42,42,42,42,42,42,42,42,42,42
GET,/products/283317,2,0,26,28.50902249997489,25.947980000182724,31.070064999767055,118.0,0.007046482159319763,0.0,31,31,31,31,31,31,31,31,31,31,31
GET,/products/284348,3,0,25,25.98319466665089,24.827426999991076,28.071781000107876,125.0,0.010569723238979645,0.0,25,25,28,28,28,28,28,28,28,28,28
GET,/products/284551,3,0,28,27.86174733326637,26.262466999924072,29.35770799990678,119.0,0.010569723238979645,0.0,28,28,29,29,29,29,29,29,29,29,29
GET,/products/286368,1,0,25.139792999652855,25.139792999652855,25.139792999652855,25.139792999652855,124.0,0.0035232410796598814,0.0,25,25,25,25,25,25,25,25,25,25,25
GET,/products/286923,2,0,25.36591599982785,26.900033999936568,25.36591599982785,28.434152000045287,119.0,0.007046482159319763,0.0,28,28,28,28,28,28,28,28,28,28,28
GET,/products/287023,2,0,30,30.741233499952614,29.85373499996058,31.628731999944648,126.0,0.007046482159319763,0.0,32,32,32,32,32,32,32,32,32,32,32
GET,/products/287746,4,0,24,25.67938149991278,22.78180799976326,30.926424999961455,118.0,0.014092964318639526,0.0,25,25,31,31,31,31,31,31,31,31,31
GET,/products/290258,2,0,25,25.889407500017114,24.953385000117123,26.825429999917105,117.0,0.007046482159319763,0.0,27,27,27,27,27,27,27,27,27,27,27
GET,/products/290971,2,0,28,28.58083199998873,27.808247999928426,29.353416000049037,119.0,0.007046482159319763,0.0,29,29,29,29,29,29,29,29,29,29,29
GET,/products/292366,1,0,27.67911399996592,27.67911399996592,27.67911399996592,27.67911399996592,128.0,0.0035232410796598814,0.0,28,28,28,28,28,28,28,28,28,28,28
GET,/products/293395,1,0,24.385998000070686,24.385998000070686,24.385998000070686,24.385998000070686,118.0,0.0035232410796598814,0.0,24,24,24,24,24,24,24,24,24,24,24
GET,/products/298248,1,0,30.82501400012916,30.82501400012916,30.82501400012916,30.82501400012916,127.0,0.0035232410796598814,0.0,31,31,31,31,31,31,31,31,31,31,31
GET,/products/298837,1,0,27.24036800009344,27.24036800009344,27.24036800009344,27.24036800009344,124.0,0.0035232410796598814,0.0,27,27,27,27,27,27,27,27,27,27,27
GET,/products/299444,1,0,30.25576700019883,30.25576700019883,30.25576700019883,30.25576700019883,117.0,0.0035232410796598814,0.0,30,30,30,30,30,30,30,30,30,30,30
GET,/products/299961,1,0,28.249046999917482,28.249046999917482,28.249046999917482,28.249046999917482,119.0,0.0035232410796598814,0.0,28,28,28,28,28,28,28,28,28,28,28
GET,/products/300394,1,0,28.22612099998878,28.22612099998878,28.22612099998878,28.22612099998878,117.0,0.0035232410796598814,0.0,28,28,28,28,28,28,28,28,28,28,28
GET,/products/300572,1,0,25.677139999970677,25.677139999970677,25.677139999970677,25.677139999970677,127.0,0.0035232410796598814,0.0,26,26,26,26,26,26,26,26,26,26,26
GET,/products/301498,2,0,24,24.676749000263953,23.58462000029249,25.768878000235418,119.0,0.007046482159319763,0.0,26,26,26,26,26,26,26,26,26,26,26
GET,/products/301605,1,0,25.076996999814583,25.076996999814583,25.076996999814583,25.076996999814583,118.0,0.0035232410796598814,0.0,25,25,25,25,25,25,25,25,25,25,25
GET,/products/30249,1,0,28.17689599987716,28.17689599987716,28.17689599987716,28.17689599987716,122.0,0.0035232410796598814,0.0,28,28,28,28,28,28,28,28,28,28,28
GET,/products/302780,3,0,27,26.670478666346753,24.253470999610727,28.985877999730292,129.0,0.010569723238979645,0.0,27,27,29,29,29,29,29,29,29,29,29
GET,/products/304490,1,0,23.155524999765476,23.155524999765476,23.155524999765476,23.155524999765476,129.0,0.0035232410796598814,0.0,23,23,23,23,23,23,23,23,23,23,23
GET,/products/305707,1,0,31.12688999999591,31.12688999999591,31.12688999999591,31.12688999999591,128.0,0.0035232410796598814,0.0,31,31,31,31,31,31,31,31,31,31,31
GET,/products/306772,1,0,27.75071599990042,27.75071599990042,27.75071599990042,27.75071599990042,123.0,0.0035232410796598814,0.0,28,28,28,28,28,28,28,28,28,28,28
GET,/products/308974,1,0,25.39829199986343,25.39829199986343,25.39829199986343,25.39829199986343,126.0,0.0035232410796598814,0.0,25,25,25,25,25,25,25,25,25,25,25
GET,/products/310486,2,0,24,28.90228399996886,23.994646000119246,33.80992199981847,126.0,0.007046482159319763,0.0,34,34,34,34,34,34,34,34,34,34,34
GET,/products/311208,1,0,26.1058950000006,26.1058950000006,26.1058950000006,26.1058950000006,126.0,0.0035232410796598814,0.0,26,26,26,26,26,26,26,26,26,26,26
GET,/products/312715,1,0,33.526517000154854,33.526517000154854,33.526517000154854,33.526517000154854,127.0,0.0035232410796598814,0.0,34,34,34,34,34,34,34,34,34,34,34
GET,/products/312793,1,0,26.437479999913194,26.437479999913194,26.437479999913194,26.437479999913194,119.0,0.0035232410796598814,0.0,26,26,26,26,26,26,26,26,26,26,26
GET,/products/313852,1,0,28.623595000226487,28.623595000226487,28.623595000226487,28.623595000226487,127.0,0.0035232410796598814,0.0,29,29,29,29,29,29,29,29,29,29,29
GET,/products/313966,2,0,28,28.496721999999863,27.7123630000915,29.281080999908227,118.0,0.007046482159319763,0.0,29,29,29,29,29,29,29,29,29,29,29
GET,/products/315238,1,0,26.96589600009247,26.96589600009247,26.96589600009247,26.96589600009247,129.0,0.0035232410796598814,0.0,27,27,27,27,27,27,27,27,27,27,27
GET,/products/315353,2,0,24.14420800005246,25.54573549991801,24.14420800005246,26.94726299978356,124.0,0.007046482159319763,0.0,27,27,27,27,27,27,27,27,27,27,27
GET,/products/316524,2,0,23,24.86027200029639,22.840549000193278,26.879995000399504,127.0,0.007046482159319763,0.0,27,27,27,27,27,27,27,27,27,27,27
GET,/products/316692,2,0,22.218499000246084,25.097933000097328,22.218499000246084,27.977366999948572,129.0,0.007046482159319763,0.0,28,28,28,28,28,28,28,28,28,28,28
GET,/products/317070,1,0,25.40574100021331,25.40574100021331,25.40574100021331,25.40574100021331,127.0,0.0035232410796598814,0.0,25,25,25,25,25,25,25,25,25,25,25
GET,/products/319346,2,0,23,25.667223500022374,22.65420499998072,28.680242000064027,123.0,0.007046482159319763,0.0,29,29,29,29,29,29,29,29,29,29,29
GET,/products/320582,1,0,27.9602759997033,27.9602759997033,27.9602759997033,27.9602759997033,118.0,0.0035232410796598814,0.0,28,28,28,28,28,28,28,28,28,28,28
GET,/products/320717,1,0,28.42501999975866,28.42501999975866,28.42501999975866,28.42501999975866,119.0,0.0035232410796598814,0.0,28,28,28,28,28,28,28,28,28,28,28
GET,/products/32390,1,0,29.432812000322883,29.432812000322883,29.432812000322883,29.432812000322883,123.0,0.0035232410796598814,0.0,29,29,29,29,29,29,29,29,29,29,29
GET,/products/32541,2,0,30.043852000289917,31.364281500145808,30.043852000289917,32.6847110000017,128.0,0.007046482159319763,0.0,33,33,33,33,33,33,33,33,33,33,33
GET,/products/325440,1,0,24.795584000003146,24.795584000003146,24.795584000003146,24.795584000003146,127.0,0.0035232410796598814,0.0,25,25,25,25,25,25,25,25,25,25,25
GET,/products/327939,2,0,26.170417000230373,27.93298100004904,26.170417000230373,29.695544999867707,124.0,0.007046482159319763,0.0,30,30,30,30,30,30,30,30,30,30,30
GET,/products/328976,2,0,24,23.82654350003577,23.63141299997551,24.021674000096027,129.0,0.007046482159319763,0.0,24,24,24,24,24,24,24,24,24,24,24
GET,/products/334596,2,0,22.128442999928666,25.624965500014696,22.128442999928666,29.121488000100726,118.0,0.007046482159319763,0.0,29,29,29,29,29,29,29,29,29,29,29
GET,/products/335857,1,0,25.02342200023122,25.02342200023122,25.02342200023122,25.02342200023122,118.0,0.0035232410796598814,0.0,25,25,25,25,25,25,25,25,25,25,25
GET,/products/335979,1,0,47.69813000029899,47.69813000029899,47.69813000029899,47.69813000029899,127.0,0.0035232410796598814,0.0,48,48,48,48,48,48,48,48,48,48,48
GET,/products/336239,1,0,43.967320999854564,43.967320999854564,43.967320999854564,43.967320999854564,124.0,0.0035232410796598814,0.0,44,44,44,44,44,44,44,44,44,44,44
GET,/products/337797,3,0,25,27.013057666711877,24.853290999999444,30.778075999933208,117.0,0.010569723238979645,0.0,25,25,31,31,31,31,31,31,31,31,31
GET,/products/33822,1,0,29.902109999966342,29.902109999966342,29.902109999966342,29.902109999966342,123.0,0.0035232410796598814,0.0,30,30,30,30,30,30,30,30,30,30,30
GET,/products/339533,1,0,23.693014999935258,23.693014999935258,23.693014999935258,23.693014999935258,118.0,0.0035232410796598814,0.0,24,24,24,24,24,24,24,24,24,24,24
GET,/products/339615,1,0,30.062337000344996,30.062337000344996,30.062337000344996,30.062337000344996,119.0,0.0035232410796598814,0.0,30,30,30,30,30,30,30,30,30,30,30
GET,/products/340017,1,0,23.375051000130043,23.375051000130043,23.375051000130043,23.375051000130043,127.0,0.0035232410796598814,0.0,23,23,23,23,23,23,23,23,23,23,23
GET,/products/340052,1,0,32.15901399971699,32.15901399971699,32.15901399971699,32.15901399971699,124.0,0.0035232410796598814,0.0,32,32,32,32,32,32,32,32,32,32,32
GET,/products/340411,1,0,36.976995000259194,36.976995000259194,36.976995000259194,36.976995000259194,129.0,0.0035232410796598814,0.0,37,37,37,37,37,37,37,37,37,37,37
GET,/products/340723,1,0,27.818186999866157,27.818186999866157,27.818186999866157,27.818186999866157,127.0,0.0035232410796598814,0.0,28,28,28,28,28,28,28,28,28,28,28
GET,/products/34288,1,0,23.67764900009206,23.67764900009206,23.67764900009206,23.67764900009206,117.0,0.0035232410796598814,0.0,24,24,24,24,24,24,24,24,24,24,24
GET,/products/344100,1,0,31.782100000327773,31.782100000327773,31.782100000327773,31.782100000327773,129.0,0.0035232410796598814,0.0,32,32,32,32,32,32,32,32,32,32,32
GET,/products/344117,1,0,39.61485400031961,39.61485400031961,39.61485400031961,39.61485400031961,124.0,0.0035232410796598814,0.0,40,40,40,40,40,40,40,40,40,40,40
GET,/products/346582,1,0,22.62059999975463,22.62059999975463,22.62059999975463,22.62059999975463,127.0,0.0035232410796598814,0.0,23,23,23,23,23,23,23,23,23,23,23
GET,/products/348431,1,0,28.236670999831404,28.236670999831404,28.236670999831404,28.236670999831404,117.0,0.0035232410796598814,0.0,28,28,28,28,28,28,28,28,28,28,28
GET,/products/349790,1,0,28.835221999997884,28.835221999997884,28.835221999997884,28.835221999997884,129.0,0.0035232410796598814,0.0,29,29,29,29,29,29,29,29,29,29,29
GET,/products/35000,3,0,25,24.638735666485445,24.290097000175592,25.057744999685383,123.0,0.010569723238979645,0.0,25,25,25,25,25,25,25,25,25,25,25
GET,/products/350475,1,0,26.17857399991408,26.17857399991408,26.17857399991408,26.17857399991408,117.0,0.0035232410796598814,0.0,26,26,26,26,26,26,26,26,26,26,26
GET,/products/351941,3,0,25,26.378348666639795,24.690309000106936,29.647985999872617,129.0,0.010569723238979645,0.0,25,25,30,30,30,30,30,30,30,30,30
GET,/products/35528,1,0,29.786596999656467,29.786596999656467,29.786596999656467,29.786596999656467,123.0,0.0035232410796598814,0.0,30,30,30,30,30,30,30,30,30,30,30
GET,/products/357300,1,0,24.405235999893193,24.405235999893193,24.405235999893193,24.405235999893193,119.0,0.0035232410796598814,0.0,24,24,24,24,24,24,24,24,24,24,24
GET,/products/357632,1,0,25.376385000072332,25.376385000072332,25.376385000072332,25.376385000072332,124.0,0.0035232410796598814,0.0,25,25,25,25,25,25,25,25,25,25,25
GET,/products/358845,1,0,24.582292000104644,24.582292000104644,24.582292000104644,24.582292000104644,126.0,0.0035232410796598814,0.0,25,25,25,25,25,25,25,25,25,25,25
GET,/products/359646,2,0,30.182665999973324,31.337166000071193,30.182665999973324,32.49166600016906,129.0,0.007046482159319763,0.0,32,32,32,32,32,32,32,32,32,32,32
GET,/products/360451,2,0,26,25.997397999958594,25.86052599986033,26.13427000005686,127.0,0.007046482159319763,0.0,26,26,26,26,26,26,26,26,26,26,26
GET,/products/362451,1,0,28.36793899996337,28.36793899996337,28.36793899996337,28.36793899996337,117.0,0.0035232410796598814,0.0,28,28,28,28,28,28,28,28,28,28,28
GET,/products/362700,1,0,24.83647300005032,24.83647300005032,24.83647300005032,24.83647300005032,118.0,0.0035232410796598814,0.0,25,25,25,25,25,25,25,25,25,25,25
GET,/products/362900,1,0,28.36496800000532,28.36496800000532,28.36496800000532,28.36496800000532,117.0,0.0035232410796598814,0.0,28,28,28,28,28,28,28,28,28,28,28
GET,/products/363700,1,0,32.42472900001303,32.42472900001303,32.42472900001303,32.42472900001303,129.0,0.0035232410796598814,0.0,32,32,32,32,32,32,32,32,32,32,32
GET,/products/364083,1,0,25.094887999784987,25.094887999784987,25.094887999784987,25.094887999784987,128.0,0.0035232410796598814,0.0,25,25,25,25,25,25,25,25,25,25,25
GET,/products/365905,2,0,25,25.347204999889072,24.90563299988935,25.788776999888796,129.0,0.007046482159319763,0.0,26,26,26,26,26,26,26,26,26,26,26
GET,/products/368254,1,0,25.896800000282383,25.896800000282383,25.896800000282383,25.896800000282383,118.0,0.0035232410796598814,0.0,26,26,26,26,26,26,26,26,26,26,26
GET,/products/368363,1,0,28.8524350003172,28.8524350003172,28.8524350003172,28.8524350003172,124.0,0.0035232410796598814,0.0,29,29,29,29,29,29,29,29,29,29,29
GET,/products/369287,1,0,38.88648100019054,38.88648100019054,38.88648100019054,38.88648100019054,128.0,0.0035232410796598814,0.0,39,39,39,39,39,39,39,39,39,39,39
GET,/products/369477,2,0,26,29.019687499840074,25.953545999982452,32.085828999697696,129.0,0.007046482159319763,0.0,32,32,32,32,32,32,32,32,32,32,32
GET,/products/369600,1,0,24.708735999865894,24.708735999865894,24.708735999865894,24.708735999865894,124.0,0.0035232410796598814,0.0,25,25,25,25,25,25,25,25,25,25,25
GET,/products/369740,2,0,28.48324800015689,29.135749500028396,28.48324800015689,29.7882509998999,124.0,0.007046482159319763,0.0,30,30,30,30,30,30,30,30,30,30,30
GET,/products/370752,3,0,29,30.848991333338443,25.575170000138314,37.701374999869586,124.0,0.010569723238979645,0.0,29,29,38,38,38,38,38,38,38,38,38
GET,/products/37279,2,0,28.003598999930546,53.38821000009375,28.003598999930546,78.77282100025695,123.0,0.007046482159319763,0.0,79,79,79,79,79,79,79,79,79,79,79
GET,/products/372978,2,0,29,30.155621499829977,28.583988000036697,31.727254999623256,128.0,0.007046482159319763,0.0,32,32,32,32,32,32,32,32,32,32,32
GET,/products/373716,1,0,30.181243999777507,30.181243999777507,30.181243999777507,30.181243999777507,118.0,0.0035232410796598814,0.0,30,30,30,30,30,30,30,30,30,30,30
GET,/products/376884,2,0,27.197564999823953,28.02194699984284,27.197564999823953,28.846328999861726,119.0,0.007046482159319763,0.0,29,29,29,29,29,29,29,29,29,29,29
GET,/products/377238,1,0,25.317538999843237,25.317538999843237,25.317538999843237,25.317538999843237,127.0,0.0035232410796598814,0.0,25,25,25,25,25,25,25,25,25,25,25
GET,/products/378483,2,0,29.04404099990643,33.842369499780034,29.04404099990643,38.64069799965364,122.0,0.007046482159319763,0.0,39,39,39,39,39,39,39,39,39,39,39
GET,/products/379065,3,0,25,26.680708666693437,22.967507999965164,32.407779000095616,127.0,0.010569723238979645,0.0,25,25,32,32,32,32,32,32,32,32,32
GET,/products/380311,1,0,27.765361000092526,27.765361000092526,27.765361000092526,27.765361000092526,119.0,0.0035232410796598814,0.0,28,28,28,28,28,28,28,28,28,28,28
GET,/products/380355,1,0,23.693454999829555,23.693454999829555,23.693454999829555,23.693454999829555,129.0,0.0035232410796598814,0.0,24,24,24,24,24,24,24,24,24,24,24
GET,/products/380482,1,0,24.030786999901466,24.030786999901466,24.030786999901466,24.030786999901466,118.0,0.0035232410796598814,0.0,24,24,24,24,24,24,24,24,24,24,24
GET,/products/381236,2,0,29.47894199996881,32.06345000012334,29.47894199996881,34.64795800027787,129.0,0.007046482159319763,0.0,35,35,35,35,35,35,35,35,35,35,35
GET,/products/382474,1,0,21.756667000317975,21.756667000317975,21.756667000317975,21.756667000317975,117.0,0.0035232410796598814,0.0,22,22,22,22,22,22,22,22,22,22,22
GET,/products/3830,2,0,29,29.73467050014733,28.7382700003036,30.73107099999106,125.0,0.007046482159319763,0.0,31,31,31,31,31,31,31,31,31,31,31
GET,/products/383471,2,0,18,21.823051999945164,17.66447199997856,25.98163199991177,119.0,0.007046482159319763,0.0,26,26,26,26,26,26,26,26,26,26,26
GET,/products/38497,2,0,24,24.525013499896886,23.784484999850974,25.265541999942798,118.0,0.007046482159319763,0.0,25,25,25,25,25,25,25,25,25,25,25
GET,/products/385450,2,0,24.224777000199538,25.64028900019366,24.224777000199538,27.055801000187785,127.0,0.007046482159319763,0.0,27,27,27,27,27,27,27,27,27,27,27
GET,/products/38555,1,0,29.08304999982647,29.08304999982647,29.08304999982647,29.08304999982647,125.0,0.0035232410796598814,0.0,29,29,29,29,29,29,29,29,29,29,29
GET,/products/385692,1,0,27.826388999983465,27.826388999983465,27.826388999983465,27.826388999983465,118.0,0.0035232410796598814,0.0,28,28,28,28,28,28,28,28,28,28,28
GET,/products/386619,1,0,37.33220399999482,37.33220399999482,37.33220399999482,37.33220399999482,126.0,0.0035232410796598814,0.0,37,37,37,37,37,37,37,37,37,37,37
GET,/products/387756,2,0,29,33.88922800002092,28.616372999977102,39.16208300006474,119.0,0.007046482159319763,0.0,39,39,39,39,39,39,39,39,39,39,39
GET,/products/387838,1,0,22.973509000166814,22.973509000166814,22.973509000166814,22.973509000166814,122.0,0.0035232410796598814,0.0,23,23,23,23,23,23,23,23,23,23,23
GET,/products/387934,1,0,26.292869999906543,26.292869999906543,26.292869999906543,26.292869999906543,118.0,0.0035232410796598814,0.0,26,26,26,26,26,26,26,26,26,26,26
GET,/products/388299,2,0,27,29.633155000055922,26.507993999985047,32.7583160001268,118.0,0.007046482159319763,0.0,33,33,33,33,33,33,33,33,33,33,33
GET,/products/388349,2,0,24.428967999938322,27.61264199989455,24.428967999938322,30.796315999850776,123.0,0.007046482159319763,0.0,31,31,31,31,31,31,31,31,31,31,31
GET,/products/388697,3,0,30,29.067455333233738,24.66065399994477,32.16572499991344,119.0,0.010569723238979645,0.0,30,30,32,32,32,32,32,32,32,32,32
GET,/products/389510,1,0,24.82768500021848,24.82768500021848,24.82768500021848,24.82768500021848,129.0,0.0035232410796598814,0.0,25,25,25,25,25,25,25,25,25,25,25
GET,/products/38996,2,0,25,37.34884250002324,24.801984000077937,49.89570099996854,118.0,0.007046482159319763,0.0,50,50,50,50,50,50,50,50,50,50,50
GET,/products/390866,1,0,25.2139479998732,25.2139479998732,25.2139479998732,25.2139479998732,124.0,0.0035232410796598814,0.0,25,25,25,25,25,25,25,25,25,25,25
GET,/products/3914,2,0,33.40753399993446,36.73609299994496,33.40753399993446,40.06465199995546,125.0,0.007046482159319763,0.0,40,40,40,40,40,40,40,40,40,40,40
GET,/products/392776,1,0,29.769598999791924,29.769598999791924,29.769598999791924,29.769598999791924,126.0,0.0035232410796598814,0.0,30,30,30,30,30,30,30,30,30,30,30
GET,/products/39416,2,0,26,27.547873000003165,25.635719999627327,29.460026000379003,126.0,0.007046482159319763,0.0,29,29,29,29,29,29,29,29,29,29,29
GET,/products/394450,1,0,26.27773199992589,26.27773199992589,26.27773199992589,26.27773199992589,124.0,0.0035232410796598814,0.0,26,26,26,26,26,26,26,26,26,26,26
GET,/products/394612,2,0,30.499681000037526,30.71638350002104,30.499681000037526,30.93308600000455,127.0,0.007046482159319763,0.0,31,31,31,31,31,31,31,31,31,31,31
GET,/products/39463,3,0,27,28.238959666699277,23.90363599988632,33.80980300016745,119.0,0.010569723238979645,0.0,27,27,34,34,34,34,34,34,34,34,34
GET,/products/395612,1,0,28.843459999734478,28.843459999734478,28.843459999734478,28.843459999734478,127.0,0.0035232410796598814,0.0,29,29,29,29,29,29,29,29,29,29,29
GET,/products/396896,2,0,28.080940999871018,31.264121499930297,28.080940999871018,34.44730199998958,127.0,0.007046482159319763,0.0,34,34,34,34,34,34,34,34,34,34,34
GET,/products/39775,1,0,24.21095299996523,24.21095299996523,24.21095299996523,24.21095299996523,126.0,0.0035232410796598814,0.0,24,24,24,24,24,24,24,24,24,24,24
GET,/products/397938,2,0,27,27.998369500210174,26.502515000174753,29.494224000245595,129.0,0.007046482159319763,0.0,29,29,29,29,29,29,29,29,29,29,29
GET,/products/400943,1,0,31.428961000074196,31.428961000074196,31.428961000074196,31.428961000074196,127.0,0.0035232410796598814,0.0,31,31,31,31,31,31,31,31,31,31,31
GET,/products/40146,2,0,26,27.484521500014125,25.959663000094224,29.009379999934026,118.0,0.007046482159319763,0.0,29,29,29,29,29,29,29,29,29,29,29
GET,/products/401477,2,0,32.27158999970925,32.6034524998704,32.27158999970925,32.93531500003155,128.0,0.007046482159319763,0.0,33,33,33,33,33,33,33,33,33,33,33
GET,/products/401534,1,0,39.68442099994718,39.68442099994718,39.68442099994718,39.68442099994718,118.0,0.0035232410796598814,0.0,40,40,40,40,40,40,40,40,40,40,40
GET,/products/401756,1,0,27.03924300021754,27.03924300021754,27.03924300021754,27.03924300021754,121.0,0.0035232410796598814,0.0,27,27,27,27,27,27,27,27,27,27,27
GET,/products/402379,2,0,28,30.302558999892426,27.98249199986458,32.622625999920274,119.0,0.007046482159319763,0.0,33,33,33,33,33,33,33,33,33,33,33
GET,/products/403722,1,0,25.56158500010497,25.56158500010497,25.56158500010497,25.56158500010497,127.0,0.0035232410796598814,0.0,26,26,26,26,26,26,26,26,26,26,26
GET,/products/404617,2,0,28.17444099991917,30.304718000024877,28.17444099991917,32.434995000130584,118.0,0.007046482159319763,0.0,32,32,32,32,32,32,32,32,32,32,32
GET,/products/405359,2,0,22.42999800000689,23.020250999934433,22.42999800000689,23.610503999861976,127.0,0.007046482159319763,0.0,24,24,24,24,24,24,24,24,24,24,24
GET,/products/408782,1,0,28.253235000192944,28.253235000192944,28.253235000192944,28.253235000192944,127.0,0.0035232410796598814,0.0,28,28,28,28,28,28,28,28,28,28,28
GET,/products/409022,1,0,28.80938899988905,28.80938899988905,28.80938899988905,28.80938899988905,119.0,0.0035232410796598814,0.0,29,29,29,29,29,29,29,29,29,29,29
GET,/products/409098,1,0,27.31235999999626,27.31235999999626,27.31235999999626,27.31235999999626,128.0,0.0035232410796598814,0.0,27,27,27,27,27,27,27,27,27,27,27
GET,/products/409258,2,0,28.34612799961178,30.014543499646607,28.34612799961178,31.682958999681432,129.0,0.007046482159319763,0.0,32,32,32,32,32,32,32,32,32,32,32
GET,/products/410623,1,0,25.988970999605954,25.988970999605954,25.988970999605954,25.988970999605954,117.0,0.0035232410796598814,0.0,26,26,26,26,26,26,26,26,26,26,26
GET,/products/411394,1,0,30.149283000355354,30.149283000355354,30.149283000355354,30.149283000355354,122.0,0.0035232410796598814,0.0,30,30,30,30,30,30,30,30,30,30,30
GET,/products/411537,2,0,30.238061000090966,33.05514299995593,30.238061000090966,35.8722249998209,119.0,0.007046482159319763,0.0,36,36,36,36,36,36,36,36,36,36,36
GET,/products/41178,1,0,26.666975999887654,26.666975999887654,26.666975999887654,26.666975999887654,118.0,0.0035232410796598814,0.0,27,27,27,27,27,27,27,27,27,27,27
