Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/products/173880,1,0,26.256898999236,26.256898999236,26.256898999236,26.256898999236,123.0,0.0035609177697951593,0.0,26,26,26,26,26,26,26,26,26,26,26
GET,/products/17410,2,0,27,27.81093800012968,26.53527100028441,29.086604999974952,126.0,0.007121835539590319,0.0,29,29,29,29,29,29,29,29,29,29,29
GET,/products/174810,1,0,31.416863999766065,31.416863999766065,31.416863999766065,31.416863999766065,129.0,0.0035609177697951593,0.0,31,31,31,31,31,31,31,31,31,31,31
GET,/products/175619,3,0,25,28.111337333333115,23.151919999691017,36.08508599972993,126.0,0.010682753309385477,0.0,25,25,36,36,36,36,36,36,36,36,36
GET,/products/176475,1,0,25.21928999976808,25.21928999976808,25.21928999976808,25.21928999976808,119.0,0.0035609177697951593,0.0,25,25,25,25,25,25,25,25,25,25,25
GET,/products/177749,1,0,22.33838600022864,22.33838600022864,22.33838600022864,22.33838600022864,127.0,0.0035609177697951593,0.0,22,22,22,22,22,22,22,22,22,22,22
GET,/products/181115,2,0,21.028871000453364,23.09988200022417,21.028871000453364,25.170892999994976,117.0,0.007121835539590319,0.0,25,25,25,25,25,25,25,25,25,25,25
GET,/products/181289,1,0,26.939651999782654,26.939651999782654,26.939651999782654,26.939651999782654,119.0,0.0035609177697951593,0.0,27,27,27,27,27,27,27,27,27,27,27
GET,/products/182051,1,0,30.839314000331797,30.839314000331797,30.839314000331797,30.839314000331797,118.0,0.0035609177697951593,0.0,31,31,31,31,31,31,31,31,31,31,31
GET,/products/182595,2,0,24,24.17647299989767,23.830836999877647,24.52210899991769,129.0,0.007121835539590319,0.0,25,25,25,25,25,25,25,25,25,25,25
GET,/products/183182,1,0,31.093192999833263,31.093192999833263,31.093192999833263,31.093192999833263,118.0,0.0035609177697951593,0.0,31,31,31,31,31,31,31,31,31,31,31
GET,/products/183403,1,0,28.799018000427168,28.799018000427168,28.799018000427168,28.799018000427168,127.0,0.0035609177697951593,0.0,29,29,29,29,29,29,29,29,29,29,29
GET,/products/184701,1,0,24.157615999683912,24.157615999683912,24.157615999683912,24.157615999683912,119.0,0.0035609177697951593,0.0,24,24,24,24,24,24,24,24,24,24,24
GET,/products/185264,2,0,25.039043000106176,30.88133450000896,25.039043000106176,36.72362599991175,119.0,0.007121835539590319,0.0,37,37,37,37,37,37,37,37,37,37,37
GET,/products/185358,2,0,38,55.521269499877235,37.70735199941555,73.33518700033892,119.0,0.007121835539590319,0.0,73,73,73,73,73,73,73,73,73,73,73
GET,/products/185399,3,0,27,27.91854800004027,25.262103999921237,31.19749000052252,118.0,0.010682753309385477,0.0,27,27,31,31,31,31,31,31,31,31,31
GET,/products/186159,4,0,29,28.67294349994154,25.05064599972684,30.93725300004735,129.0,0.014243671079180637,0.0,30,30,31,31,31,31,31,31,31,31,31
GET,/products/186886,1,0,26.756623999972362,26.756623999972362,26.756623999972362,26.756623999972362,127.0,0.0035609177697951593,0.0,27,27,27,27,27,27,27,27,27,27,27
GET,/products/187024,1,0,28.16153099956864,28.16153099956864,28.16153099956864,28.16153099956864,117.0,0.0035609177697951593,0.0,28,28,28,28,28,28,28,28,28,28,28
GET,/products/188513,4,0,27,28.357567249940985,23.308721999455884,32.842585000253166,125.0,0.014243671079180637,0.0,30,30,33,33,33,33,33,33,33,33,33
GET,/products/188714,1,0,23.16853299998911,23.16853299998911,23.16853299998911,23.16853299998911,119.0,0.0035609177697951593,0.0,23,23,23,23,23,23,23,23,23,23,23
GET,/products/19209,1,0,29.914724999798636,29.914724999798636,29.914724999798636,29.914724999798636,117.0,0.0035609177697951593,0.0,30,30,30,30,30,30,30,30,30,30,30
GET,/products/194604,2,0,23.263575999408204,24.971038999865414,23.263575999408204,26.678502000322624,117.0,0.007121835539590319,0.0,27,27,27,27,27,27,27,27,27,27,27
GET,/products/194761,3,0,27,26.9417003334335,25.30929600015952,28.747665000082634,124.0,0.010682753309385477,0.0,27,27,29,29,29,29,29,29,29,29,29
GET,/products/195047,1,0,22.97926000028383,22.97926000028383,22.97926000028383,22.97926000028383,127.0,0.0035609177697951593,0.0,23,23,23,23,23,23,23,23,23,23,23
GET,/products/195257,2,0,25,27.80477950045679,24.94924400070886,30.66031500020472,118.0,0.007121835539590319,0.0,31,31,31,31,31,31,31,31,31,31,31
GET,/products/196062,1,0,26.433039999574248,26.433039999574248,26.433039999574248,26.433039999574248,119.0,0.0035609177697951593,0.0,26,26,26,26,26,26,26,26,26,26,26
GET,/products/196894,1,0,32.72186699996382,32.72186699996382,32.72186699996382,32.72186699996382,119.0,0.0035609177697951593,0.0,33,33,33,33,33,33,33,33,33,33,33
GET,/products/197451,1,0,40.1892179997958,40.1892179997958,40.1892179997958,40.1892179997958,129.0,0.0035609177697951593,0.0,40,40,40,40,40,40,40,40,40,40,40
GET,/products/197845,1,0,21.004463999815925,21.004463999815925,21.004463999815925,21.004463999815925,124.0,0.0035609177697951593,0.0,21,21,21,21,21,21,21,21,21,21,21
GET,/products/200310,1,0,30.27397900041251,30.27397900041251,30.27397900041251,30.27397900041251,118.0,0.0035609177697951593,0.0,30,30,30,30,30,30,30,30,30,30,30
GET,/products/200935,1,0,26.3550990002841,26.3550990002841,26.3550990002841,26.3550990002841,128.0,0.0035609177697951593,0.0,26,26,26,26,26,26,26,26,26,26,26
GET,/products/201117,1,0,26.259705000484246,26.259705000484246,26.259705000484246,26.259705000484246,129.0,0.0035609177697951593,0.0,26,26,26,26,26,26,26,26,26,26,26
GET,/products/201237,1,0,21.8255269992369,21.8255269992369,21.8255269992369,21.8255269992369,117.0,0.0035609177697951593,0.0,22,22,22,22,22,22,22,22,22,22,22
GET,/products/201629,3,0,27,28.386846999940946,26.61932200044248,31.583201999637822,118.0,0.010682753309385477,0.0,27,27,32,32,32,32,32,32,32,32,32
GET,/products/201655,1,0,29.6894910006813,29.6894910006813,29.6894910006813,29.6894910006813,117.0,0.0035609177697951593,0.0,30,30,30,30,30,30,30,30,30,30,30
GET,/products/20312,1,0,35.79896299925167,35.79896299925167,35.79896299925167,35.79896299925167,123.0,0.0035609177697951593,0.0,36,36,36,36,36,36,36,36,36,36,36
GET,/products/204345,2,0,26,26.752544999908423,25.864424999781477,27.64066500003537,119.0,0.007121835539590319,0.0,28,28,28,28,28,28,28,28,28,28,28
GET,/products/205535,2,0,25,25.88501450009062,24.55182199992123,27.21820700026001,129.0,0.007121835539590319,0.0,27,27,27,27,27,27,27,27,27,27,27
GET,/products/205623,2,0,22.034716000234766,23.771332000251277,22.034716000234766,25.50794800026779,121.0,0.007121835539590319,0.0,26,26,26,26,26,26,26,26,26,26,26
GET,/products/206298,1,0,29.58060699984344,29.58060699984344,29.58060699984344,29.58060699984344,124.0,0.0035609177697951593,0.0,30,30,30,30,30,30,30,30,30,30,30
GET,/products/207641,1,0,23.50803400076984,23.50803400076984,23.50803400076984,23.50803400076984,124.0,0.0035609177697951593,0.0,24,24,24,24,24,24,24,24,24,24,24
GET,/products/212549,1,0,23.269280000022263,23.269280000022263,23.269280000022263,23.269280000022263,118.0,0.0035609177697951593,0.0,23,23,23,23,23,23,23,23,23,23,23
GET,/products/213548,1,0,29.685155999686685,29.685155999686685,29.685155999686685,29.685155999686685,127.0,0.0035609177697951593,0.0,30,30,30,30,30,30,30,30,30,30,30
GET,/products/213668,1,0,29.609236000396777,29.609236000396777,29.609236000396777,29.609236000396777,126.0,0.0035609177697951593,0.0,30,30,30,30,30,30,30,30,30,30,30
GET,/products/216349,3,0,26,29.049877333515422,24.85437700033799,36.50313500020275,129.0,0.010682753309385477,0.0,26,26,37,37,37,37,37,37,37,37,37
GET,/products/216723,1,0,25.562382000316575,25.562382000316575,25.562382000316575,25.562382000316575,124.0,0.0035609177697951593,0.0,26,26,26,26,26,26,26,26,26,26,26
GET,/products/217427,1,0,25.19161400050507,25.19161400050507,25.19161400050507,25.19161400050507,118.0,0.0035609177697951593,0.0,25,25,25,25,25,25,25,25,25,25,25
GET,/products/218069,1,0,27.022960000067542,27.022960000067542,27.022960000067542,27.022960000067542,117.0,0.0035609177697951593,0.0,27,27,27,27,27,27,27,27,27,27,27
GET,/products/218786,2,0,21.36662599968986,24.74913949981783,21.36662599968986,28.1316529999458,118.0,0.007121835539590319,0.0,28,28,28,28,28,28,28,28,28,28,28
GET,/products/219000,1,0,31.168485999842233,31.168485999842233,31.168485999842233,31.168485999842233,116.0,0.0035609177697951593,0.0,31,31,31,31,31,31,31,31,31,31,31
GET,/products/220929,1,0,27.74532800049201,27.74532800049201,27.74532800049201,27.74532800049201,129.0,0.0035609177697951593,0.0,28,28,28,28,28,28,28,28,28,28,28
GET,/products/222713,1,0,23.464694999347557,23.464694999347557,23.464694999347557,23.464694999347557,129.0,0.0035609177697951593,0.0,23,23,23,23,23,23,23,23,23,23,23
GET,/products/222753,1,0,25.723075999849243,25.723075999849243,25.723075999849243,25.723075999849243,124.0,0.0035609177697951593,0.0,26,26,26,26,26,26,26,26,26,26,26
GET,/products/223112,1,0,37.985826000294765,37.985826000294765,37.985826000294765,37.985826000294765,128.0,0.0035609177697951593,0.0,38,38,38,38,38,38,38,38,38,38,38
GET,/products/223656,1,0,29.31549500044639,29.31549500044639,29.31549500044639,29.31549500044639,124.0,0.0035609177697951593,0.0,29,29,29,29,29,29,29,29,29,29,29
GET,/products/22480,1,0,32.43568900052196,32.43568900052196,32.43568900052196,32.43568900052196,123.0,0.0035609177697951593,0.0,32,32,32,32,32,32,32,32,32,32,32
GET,/products/226724,1,0,29.370865999226226,29.370865999226226,29.370865999226226,29.370865999226226,119.0,0.0035609177697951593,0.0,29,29,29,29,29,29,29,29,29,29,29
GET,/products/230032,1,0,23.904515000140236,23.904515000140236,23.904515000140236,23.904515000140236,118.0,0.0035609177697951593,0.0,24,24,24,24,24,24,24,24,24,24,24
GET,/products/231008,1,0,30.830874999992375,30.830874999992375,30.830874999992375,30.830874999992375,118.0,0.0035609177697951593,0.0,31,31,31,31,31,31,31,31,31,31,31
GET,/products/231112,1,0,30.535050999787927,30.535050999787927,30.535050999787927,30.535050999787927,117.0,0.0035609177697951593,0.0,31,31,31,31,31,31,31,31,31,31,31
GET,/products/231115,1,0,24.676441999872623,24.676441999872623,24.676441999872623,24.676441999872623,123.0,0.0035609177697951593,0.0,25,25,25,25,25,25,25,25,25,25,25
GET,/products/231388,1,0,31.25012100008462,31.25012100008462,31.25012100008462,31.25012100008462,119.0,0.0035609177697951593,0.0,31,31,31,31,31,31,31,31,31,31,31
GET,/products/23156,1,0,23.33478099990316,23.33478099990316,23.33478099990316,23.33478099990316,122.0,0.0035609177697951593,0.0,23,23,23,23,23,23,23,23,23,23,23
GET,/products/233087,1,0,22.508158000164258,22.508158000164258,22.508158000164258,22.508158000164258,127.0,0.0035609177697951593,0.0,23,23,23,23,23,23,23,23,23,23,23
GET,/products/233579,1,0,23.702134999439295,23.702134999439295,23.702134999439295,23.702134999439295,127.0,0.0035609177697951593,0.0,24,24,24,24,24,24,24,24,24,24,24
GET,/products/235675,1,0,21.621179000248958,21.621179000248958,21.621179000248958,21.621179000248958,127.0,0.0035609177697951593,0.0,22,22,22,22,22,22,22,22,22,22,22
GET,/products/238004,2,0,26.127191000341554,27.47331300042788,26.127191000341554,28.819435000514204,124.0,0.007121835539590319,0.0,29,29,29,29,29,29,29,29,29,29,29
GET,/products/239169,4,0,23,25.340032249914657,22.589057000004686,28.850724999756494,118.0,0.014243671079180637,0.0,27,27,29,29,29,29,29,29,29,29,29
GET,/products/240626,1,0,25.981533999583917,25.981533999583917,25.981533999583917,25.981533999583917,123.0,0.0035609177697951593,0.0,26,26,26,26,26,26,26,26,26,26,26
GET,/products/240894,2,0,23.063347000061185,29.65662149972559,23.063347000061185,36.24989599938999,127.0,0.007121835539590319,0.0,36,36,36,36,36,36,36,36,36,36,36
GET,/products/242397,2,0,27.262833999884606,27.458993999971426,27.262833999884606,27.655154000058246,123.0,0.007121835539590319,0.0,28,28,28,28,28,28,28,28,28,28,28
GET,/products/245143,1,0,24.033845999838377,24.033845999838377,24.033845999838377,24.033845999838377,118.0,0.0035609177697951593,0.0,24,24,24,24,24,24,24,24,24,24,24
GET,/products/247135,1,0,26.23954299997422,26.23954299997422,26.23954299997422,26.23954299997422,117.0,0.0035609177697951593,0.0,26,26,26,26,26,26,26,26,26,26,26
GET,/products/248732,1,0,30.138807999719575,30.138807999719575,30.138807999719575,30.138807999719575,118.0,0.0035609177697951593,0.0,30,30,30,30,30,30,30,30,30,30,30
GET,/products/249121,1,0,25.663583999630646,25.663583999630646,25.663583999630646,25.663583999630646,119.0,0.0035609177697951593,0.0,26,26,26,26,26,26,26,26,26,26,26
GET,/products/251153,1,0,23.494639999626088,23.494639999626088,23.494639999626088,23.494639999626088,127.0,0.0035609177697951593,0.0,23,23,23,23,23,23,23,23,23,23,23
GET,/products/252965,1,0,30.25242299918318,30.25242299918318,30.25242299918318,30.25242299918318,119.0,0.0035609177697951593,0.0,30,30,30,30,30,30,30,30,30,30,30
